game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,mode,pair,family,condition
2,greedy,random,A,103,18,0.5618382,0.0001716,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
3,greedy,random,A,99,27,0.4753216,0.0003048,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
4,greedy,random,A,121,10,0.4963233,0.0001692,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
5,greedy,random,A,88,26,0.4063835,0.0001636,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
6,greedy,random,A,120,4,0.4906073,0.0001721,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
7,greedy,random,A,114,18,0.5230518,0.0001791,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
0,greedy,rule,B,47,98,0.7432301,0.2849812,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
1,greedy,rule,B,67,75,0.4644739,0.3040136,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
2,greedy,rule,B,54,93,0.522206501,0.2573617,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
3,greedy,rule,B,67,82,0.5663355,0.298805299,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
4,greedy,rule,B,47,98,0.590185901,0.293778,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
5,greedy,rule,B,56,77,0.548355001,0.3055983,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
6,greedy,rule,B,73,78,0.5404693,0.2871574,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
7,greedy,rule,B,66,78,0.556628901,0.3392381,50,50,screen_capture_score_5,greedy_rule,Scoring,Capture = 5
0,random,greedy,B,17,111,0.0002476,0.7652614,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
1,random,greedy,B,15,117,0.0006958,0.6195502,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
2,random,greedy,B,6,130,0.000177,0.4529363,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
3,random,greedy,draw,0,0,4.6e-06,0.0,1,0,screen_capture_score_5,random_greedy,Scoring,Capture = 5
4,random,greedy,B,18,115,0.000188701,0.4727829,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
5,random,greedy,draw,0,0,1e-05,0.009292,3,2,screen_capture_score_5,random_greedy,Scoring,Capture = 5
6,random,greedy,B,18,116,0.000182999,0.497793601,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
7,random,greedy,B,15,105,0.0002386,0.5042607,50,50,screen_capture_score_5,random_greedy,Scoring,Capture = 5
0,random,rule,B,7,9,2.04e-05,0.0111691,8,7,screen_capture_score_5,random_rule,Scoring,Capture = 5
1,random,rule,B,10,135,0.0001626,0.2189612,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
2,random,rule,B,13,126,0.0001692,0.3091471,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
3,random,rule,draw,0,0,4.3e-06,0.0,1,0,screen_capture_score_5,random_rule,Scoring,Capture = 5
4,random,rule,B,2,149,0.0001602,0.1684753,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
5,random,rule,B,14,120,0.0001719,0.2329507,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
6,random,rule,B,10,134,0.0001858,0.232632699,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
7,random,rule,B,6,140,0.0001375,0.2073612,50,50,screen_capture_score_5,random_rule,Scoring,Capture = 5
0,rule,greedy,B,71,75,0.2329793,0.4170476,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
1,rule,greedy,A,107,43,0.276185,0.5234339,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
2,rule,greedy,A,94,50,0.3981721,0.734602,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
3,rule,greedy,A,110,32,0.265737899,0.5415846,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
4,rule,greedy,A,95,50,0.285642,0.5224475,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
5,rule,greedy,A,99,46,0.2524427,0.4083259,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
6,rule,greedy,A,88,55,0.3460164,0.5517885,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
7,rule,greedy,A,103,40,0.2365736,0.4348268,50,50,screen_capture_score_5,rule_greedy,Scoring,Capture = 5
0,rule,random,A,133,17,0.250372,0.000156699,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
1,rule,random,A,132,13,0.2574346,0.0001939,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
2,rule,random,A,34,5,0.1060996,5.39e-05,15,15,screen_capture_score_5,rule_random,Scoring,Capture = 5
3,rule,random,A,129,8,0.2093968,0.0001423,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
4,rule,random,A,142,9,0.2378856,0.0001475,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
5,rule,random,A,128,7,0.2221695,0.0001335,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
6,rule,random,A,15,1,0.0095084,1.84e-05,7,6,screen_capture_score_5,rule_random,Scoring,Capture = 5
7,rule,random,A,143,6,0.3202223,0.0002443,50,50,screen_capture_score_5,rule_random,Scoring,Capture = 5
0,greedy,random,A,39,4,0.1932803,8.4e-05,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
1,greedy,random,A,52,3,0.2021167,0.000101,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
2,greedy,random,A,36,5,0.2489509,8.49e-05,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
3,greedy,random,A,39,8,0.276270199,0.0001808,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
4,greedy,random,A,43,2,0.2006423,8.74e-05,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
5,greedy,random,A,34,9,0.2181946,0.0001093,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
6,greedy,random,A,41,2,0.2144528,8.31e-05,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
7,greedy,random,A,38,5,0.2425742,8.29e-05,25,25,screen_horizon_25,greedy_random,Horizon,25 turns/player
0,greedy,rule,B,21,34,0.3179976,0.1343437,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
1,greedy,rule,B,24,28,0.2164064,0.1812835,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
2,greedy,rule,B,18,34,0.2091722,0.0880589,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
3,greedy,rule,B,24,29,0.406736299,0.2298454,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
4,greedy,rule,B,21,33,0.307543,0.1381299,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
5,greedy,rule,A,25,22,0.2330348,0.1328058,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
6,greedy,rule,A,31,24,0.2687274,0.1387983,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
7,greedy,rule,B,19,35,0.2698737,0.149141,25,25,screen_horizon_25,greedy_rule,Horizon,25 turns/player
0,random,greedy,B,5,39,8.78e-05,0.3039137,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
1,random,greedy,B,4,48,9.99e-05,0.1989538,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
2,random,greedy,B,4,46,8.27e-05,0.233242101,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
3,random,greedy,draw,0,0,2.3e-06,0.0,1,0,screen_horizon_25,random_greedy,Horizon,25 turns/player
4,random,greedy,B,9,40,8.15e-05,0.2146885,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
5,random,greedy,draw,0,0,9.1e-06,0.0094547,3,2,screen_horizon_25,random_greedy,Horizon,25 turns/player
6,random,greedy,B,7,35,8.34e-05,0.2407147,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
7,random,greedy,B,2,42,0.0001161,0.2242935,25,25,screen_horizon_25,random_greedy,Horizon,25 turns/player
0,random,rule,B,5,7,4.29e-05,0.013349,8,7,screen_horizon_25,random_rule,Horizon,25 turns/player
1,random,rule,B,3,52,0.0001035,0.1552727,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
2,random,rule,B,8,45,0.0001378,0.1758761,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
3,random,rule,draw,0,0,3.4e-06,0.0,1,0,screen_horizon_25,random_rule,Horizon,25 turns/player
4,random,rule,B,1,51,7.95e-05,0.1048154,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
5,random,rule,B,6,42,6.84e-05,0.0917096,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
6,random,rule,B,1,50,0.0001059,0.2387823,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
7,random,rule,B,3,52,9.27e-05,0.1054813,25,25,screen_horizon_25,random_rule,Horizon,25 turns/player
0,rule,greedy,A,29,21,0.1217749,0.178665,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
1,rule,greedy,A,44,12,0.1110972,0.2231168,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
2,rule,greedy,A,39,12,0.1813045,0.2970995,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
3,rule,greedy,A,46,6,0.1319497,0.2080648,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
4,rule,greedy,A,43,12,0.1446015,0.2999235,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
5,rule,greedy,A,39,13,0.141445701,0.1972077,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
6,rule,greedy,A,41,12,0.1434401,0.2347967,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
7,rule,greedy,A,35,18,0.121938,0.184918,25,25,screen_horizon_25,rule_greedy,Horizon,25 turns/player
0,rule,random,A,45,6,0.1467929,9.82e-05,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
1,rule,random,A,46,10,0.1387467,9.73e-05,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
2,rule,random,A,26,3,0.1078287,5.58e-05,15,15,screen_horizon_25,rule_random,Horizon,25 turns/player
3,rule,random,A,46,1,0.1059099,8.82e-05,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
4,rule,random,A,50,5,0.1429134,0.0001589,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
5,rule,random,A,48,1,0.1600669,9.94e-05,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
6,rule,random,A,11,1,0.0099028,1.53e-05,7,6,screen_horizon_25,rule_random,Horizon,25 turns/player
7,rule,random,A,46,5,0.0677862,7.05e-05,25,25,screen_horizon_25,rule_random,Horizon,25 turns/player
0,greedy,random,A,124,11,0.7390562,0.000273201,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
1,greedy,random,A,135,15,0.6864765,0.0003518,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
2,greedy,random,A,115,20,1.0070962,0.000348101,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
3,greedy,random,A,121,22,0.7375751,0.0002554,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
4,greedy,random,A,117,13,0.7228627,0.000255901,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
5,greedy,random,A,113,25,0.659051699,0.000277301,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
6,greedy,random,A,117,8,0.7918043,0.000311,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
7,greedy,random,A,117,19,0.7056006,0.0002342,75,75,screen_horizon_75,greedy_random,Horizon,75 turns/player
0,greedy,rule,B,66,98,0.9230197,0.4005436,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
1,greedy,rule,B,59,103,0.7531571,0.466210801,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
2,greedy,rule,B,52,104,0.8008682,0.4053742,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
3,greedy,rule,B,51,107,0.8599064,0.462296599,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
4,greedy,rule,B,48,114,0.9268333,0.500284801,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
5,greedy,rule,B,53,107,0.892478201,0.4725855,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
6,greedy,rule,B,65,98,0.8056178,0.4532012,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
7,greedy,rule,B,70,91,0.877351301,0.496654799,75,75,screen_horizon_75,greedy_rule,Horizon,75 turns/player
0,random,greedy,B,25,112,0.0002704,0.7909956,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
1,random,greedy,B,15,133,0.0002758,0.6506306,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
2,random,greedy,B,8,127,0.0002444,0.7316587,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
3,random,greedy,draw,0,0,3.6e-06,0.0,1,0,screen_horizon_75,random_greedy,Horizon,75 turns/player
4,random,greedy,B,24,126,0.0002714,0.858225,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
5,random,greedy,draw,0,0,9e-06,0.0093966,3,2,screen_horizon_75,random_greedy,Horizon,75 turns/player
6,random,greedy,B,16,120,0.000273699,0.759042499,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
7,random,greedy,B,23,108,0.000242399,0.5446263,75,75,screen_horizon_75,random_greedy,Horizon,75 turns/player
0,random,rule,B,5,7,1.85e-05,0.0110211,8,7,screen_horizon_75,random_rule,Horizon,75 turns/player
1,random,rule,B,9,154,0.0002953,0.377432799,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
2,random,rule,B,12,141,0.0002428,0.3473579,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
3,random,rule,draw,0,0,3.4e-06,0.0,1,0,screen_horizon_75,random_rule,Horizon,75 turns/player
4,random,rule,B,4,162,0.0002607,0.389096699,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
5,random,rule,B,11,145,0.0003324,0.4043862,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
6,random,rule,B,8,150,0.0002543,0.3707295,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
7,random,rule,B,12,146,0.0002105,0.341869101,75,75,screen_horizon_75,random_rule,Horizon,75 turns/player
0,rule,greedy,A,101,54,0.400114,0.7120512,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
1,rule,greedy,A,107,58,0.348097799,0.7398841,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
2,rule,greedy,A,113,48,0.5117495,0.9984451,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
3,rule,greedy,A,113,42,0.3910145,0.8380081,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
4,rule,greedy,A,109,54,0.4384924,0.731117,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
5,rule,greedy,A,119,46,0.405666901,0.6533408,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
6,rule,greedy,A,112,48,0.5500428,0.9149214,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
7,rule,greedy,A,124,33,0.396351401,0.7548088,75,75,screen_horizon_75,rule_greedy,Horizon,75 turns/player
0,rule,random,A,149,14,0.420391299,0.0002491,75,75,screen_horizon_75,rule_random,Horizon,75 turns/player
1,rule,random,A,139,17,0.370541,0.000241801,75,75,screen_horizon_75,rule_random,Horizon,75 turns/player
2,rule,random,A,26,3,0.1015963,4.87e-05,15,15,screen_horizon_75,rule_random,Horizon,75 turns/player
3,rule,random,A,141,11,0.4341195,0.0002398,75,75,screen_horizon_75,rule_random,Horizon,75 turns/player
4,rule,random,A,153,10,0.507066101,0.0010772,75,75,screen_horizon_75,rule_random,Horizon,75 turns/player
5,rule,random,A,145,7,0.336666699,0.0002188,75,75,screen_horizon_75,rule_random,Horizon,75 turns/player
6,rule,random,A,11,1,0.01029,4.3e-05,7,6,screen_horizon_75,rule_random,Horizon,75 turns/player
7,rule,random,A,108,8,0.2861674,0.0001909,55,55,screen_horizon_75,rule_random,Horizon,75 turns/player
